time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{model}.m.x,{model}.m.y
5.199999999999934,0.01,0.11034393710100576,-0.009999999999999898,1.5199999999999998,2.780421138237274,0.3025033783897214,0.6916288796132911
5.209999999999933,0.01,0.10978943088136295,-0.009999999999999898,1.5199999999999998,2.781524577608284,0.28281479597110315,0.7112613499861439
5.219999999999933,0.01,0.10923771119585801,-0.009999999999999898,1.5199999999999998,2.7826224719170978,0.2620777378726153,0.729799481472457
5.229999999999933,0.01,0.10868876404145111,-0.009999999999999898,1.5199999999999998,2.783714849029056,0.24035276502597497,0.7471869579119678
5.239999999999933,0.01,0.1081425754854719,-0.009999999999999898,1.5199999999999998,2.7848017366694706,0.2177034830890268,0.763370803679001
5.2499999999999325,0.01,0.10759913166526469,-0.009999999999999898,1.5199999999999998,2.785883162424325,0.19419635860533463,0.778301549466266
5.259999999999932,0.01,0.1070584187878374,-0.009999999999999898,1.5199999999999998,2.7869591537409777,0.16990052607007544,0.7919333879661373
5.269999999999932,0.01,0.10652042312951115,-0.009999999999999898,1.5199999999999998,2.788029737928856,0.14488758645697605,0.8042243189468851
5.279999999999932,0.01,0.10598513103557194,-0.009999999999999898,1.5199999999999998,2.789094942160151,0.11923139778900833,0.8151362832517758
5.289999999999932,0.01,0.1054525289199244,-0.009999999999999898,1.5199999999999998,2.790154793470507,0.09300785836185842,0.8246352852809916
5.299999999999931,0.01,0.10492260326474656,-0.009999999999999898,1.5199999999999998,2.791209318759706,0.06629468325372685,0.8326915035498162
5.309999999999931,0.01,0.10439534062014699,-0.009999999999999898,1.5199999999999998,2.7922585447923534,0.039171174777710746,0.839279388951414
5.319999999999931,0.01,0.10387072760382332,-0.009999999999999898,1.5199999999999998,2.793302498198555,0.01171798755379264,0.8443777503886888
5.329999999999931,0.01,0.10334875090072249,-0.009999999999999898,1.5199999999999998,2.794341205474593,-0.01598311110376221,0.8479698274770378
5.339999999999931,0.01,0.10282939726270346,-0.009999999999999898,1.5199999999999998,2.7953746929836,-0.04384948477108244,0.8500433500582029
5.34999999999993,0.01,0.10231265350819996,-0.009999999999999898,1.5199999999999998,2.796402986956227,-0.07179787474432969,0.8505905843047633
5.35999999999993,0.01,0.10179850652188649,-0.009999999999999898,1.5199999999999998,2.797426113491309,-0.09974464937477169,0.8496083652349758
5.36999999999993,0.01,0.10128694325434551,-0.009999999999999898,1.5199999999999998,2.7984440985565278,-0.1276060551595676,0.8470981154985452
5.37999999999993,0.01,0.10077795072173612,-0.009999999999999898,1.5199999999999998,2.7994569679890713,-0.15529846883061524,0.8430658503353696
5.3899999999999295,0.01,0.10027151600546436,-0.009999999999999898,1.5199999999999998,2.8004647474962887,-0.18273864967818065,0.8375221686512214
5.399999999999929,0.01,0.09976762625185565,-0.009999999999999898,1.5199999999999998,2.801467462656343,-0.20984399134272685,0.8304822301965784
5.409999999999929,0.01,0.09926626867182842,-0.009999999999999898,1.5199999999999998,2.8024651389188615,-0.23653277230740066,0.8219657188772715
5.419999999999929,0.01,0.09876743054056925,-0.009999999999999898,1.5199999999999998,2.80345780160558,-0.26272440432503796,0.8119967922681411
5.429999999999929,0.01,0.09827109919721,-0.009999999999999898,1.5199999999999998,2.8044454759109856,-0.28833967801731175,0.8006040174433574
5.4399999999999284,0.01,0.09777726204450721,-0.009999999999999898,1.5199999999999998,2.8054281869029576,-0.3133010048897743,0.7878202932793339
5.449999999999928,0.01,0.0972859065485212,-0.009999999999999898,1.5199999999999998,2.8064059595234028,-0.33753265501502383,0.7736827594281116
5.459999999999928,0.01,0.09679702023829861,-0.009999999999999898,1.5199999999999998,2.807378818588888,-0.36096098964704054,0.758232692200585
5.469999999999928,0.01,0.09631059070555592,-0.009999999999999898,1.5199999999999998,2.808346788791271,-0.3835146880428639,0.7415153876398495
5.479999999999928,0.01,0.0958266056043644,-0.009999999999999898,1.5199999999999998,2.809309894698327,-0.4051249677831893,0.7235800321051435
5.489999999999927,0.01,0.09534505265083659,-0.009999999999999898,1.5199999999999998,2.8102681607543705,-0.42572579790111,0.7044795607262072
5.499999999999927,0.01,0.09486591962281476,-0.009999999999999898,1.5199999999999998,2.811221611280879,-0.4452541041480755,0.6842705041262641
